claim_text,image_path,label,source_dataset
Study Weakens Case for Preventive Mastectomy,data/raw/images/fakehealth/fh_story_reviews_00977_01383.jpg,1,fakehealth
Beet Juice Good for Brain,data/raw/images/fakehealth/fh_story_reviews_01333_01384.jpg,0,fakehealth
"Fighting the flu, with frog mucus",data/raw/images/fakehealth/fh_story_reviews_00247_01385.jpg,1,fakehealth
Drink a Day Keeps Disease Away?,data/raw/images/fakehealth/fh_story_reviews_01005_01386.jpg,0,fakehealth
Study questions benefit of mammograms in women over 50,data/raw/images/fakehealth/fh_story_reviews_01397_01388.jpg,1,fakehealth
New research raises hopes in quest to find universal flu vaccine,data/raw/images/fakehealth/fh_story_reviews_01211_01389.jpg,1,fakehealth
Lung Cancer Deaths May Be Cut by Special CT Scan,data/raw/images/fakehealth/fh_story_reviews_01330_01393.jpg,1,fakehealth
Taking meds before exposure cuts HIV risk for heterosexuals,data/raw/images/fakehealth/fh_story_reviews_01048_01395.jpg,1,fakehealth
FDA approves first drug aimed at women with inherited breast cancer,data/raw/images/fakehealth/fh_story_reviews_00121_01396.jpg,1,fakehealth
Same-day hip replacements get patients back on their feet,data/raw/images/fakehealth/fh_story_reviews_00436_01397.jpg,0,fakehealth
Can brain games change behaviors long term?,data/raw/images/fakehealth/fh_story_reviews_00606_01400.jpg,1,fakehealth
"Topical rub eases kids' cold symptoms, study says",data/raw/images/fakehealth/fh_story_reviews_01327_01402.jpg,1,fakehealth
Teen Feels 'Hopeful' After Experimental Stem Cell Procedure,data/raw/images/fakehealth/fh_story_reviews_00450_01403.jpg,0,fakehealth
Breathing for Your Better Health,data/raw/images/fakehealth/fh_story_reviews_00703_01404.jpg,0,fakehealth
Small study suggests electrical stimulation of the brain can ease migraine pain,data/raw/images/fakehealth/fh_story_reviews_01408_01408.jpg,0,fakehealth
"Women who ate more soy survive lung cancer better, study finds",data/raw/images/fakehealth/fh_story_reviews_00745_01409.jpg,1,fakehealth
"Migraines plague millions, especially women. Now there's new hope",data/raw/images/fakehealth/fh_story_reviews_00132_01411.jpg,1,fakehealth
"Fewer mammograms being done, studies show",data/raw/images/fakehealth/fh_story_reviews_01112_01413.jpg,1,fakehealth
"Study: Ginkgo biloba has no effect on Alzheimer's, dementia",data/raw/images/fakehealth/fh_story_reviews_01683_01414.jpg,1,fakehealth
Will Dark Chocolate a Day Keep the Doctor Away?,data/raw/images/fakehealth/fh_story_reviews_00860_01416.jpg,1,fakehealth
"Latisse, Not Just for Eyelashes Anymore: Skin Deep",data/raw/images/fakehealth/fh_story_reviews_01103_01417.jpg,1,fakehealth
Chest Protectors Guard Against Deadly Blows to Chest,data/raw/images/fakehealth/fh_story_reviews_00426_01418.jpg,1,fakehealth
Why Doctors Are Trying A Skin Cancer Drug To Treat A Brain Tumor,data/raw/images/fakehealth/fh_story_reviews_00645_01420.jpg,1,fakehealth
The big question: Will cancer immune therapy work for me?,data/raw/images/fakehealth/fh_story_reviews_00169_01421.jpg,1,fakehealth
Fructose May Increase Cravings for High-Calorie Foods,data/raw/images/fakehealth/fh_story_reviews_00628_01426.jpg,0,fakehealth
Why Biogen is breathing a sigh of relief with the latest Alzheimer’s data,data/raw/images/fakehealth/fh_story_reviews_00317_01427.jpg,1,fakehealth
First-of-its-kind cataract surgery using stem cells shows promise,data/raw/images/fakehealth/fh_story_reviews_00472_01434.jpg,1,fakehealth
Acupuncture Eases Depression in Pregnancy,data/raw/images/fakehealth/fh_story_reviews_01635_01436.jpg,0,fakehealth
"Type 2 Diabetes Treatment Victoza Helps Type 1, Too",data/raw/images/fakehealth/fh_story_reviews_01072_01438.jpg,1,fakehealth
Smart air quality device and app helps you breathe easier,data/raw/images/fakehealth/fh_story_reviews_00473_01441.jpg,0,fakehealth
Could this experimental drug stop the flu in 24 hours?,data/raw/images/fakehealth/fh_story_reviews_00109_01443.jpg,0,fakehealth
Drug Is Shown to Help Pancreatic Cancer Cases,data/raw/images/fakehealth/fh_story_reviews_00759_01446.jpg,1,fakehealth
New Product Is First to Claim It May Reduce Peanut Allergies,data/raw/images/fakehealth/fh_story_reviews_00171_01449.jpg,1,fakehealth
New Drug Helps Treatment-Resistant Arthritis,data/raw/images/fakehealth/fh_story_reviews_01388_01450.jpg,0,fakehealth
FDA Approves Roche’s Cotellic Treatment for Melanoma,data/raw/images/fakehealth/fh_story_reviews_00515_01452.jpg,0,fakehealth
Patients May Benefit From New Heart Device,data/raw/images/fakehealth/fh_story_reviews_01146_01454.jpg,1,fakehealth
Statins May Protect Prostate Cancer Patients,data/raw/images/fakehealth/fh_story_reviews_01519_01455.jpg,0,fakehealth
"Got Night Milk? A Possible Treatment for Anxiety, Insomnia",data/raw/images/fakehealth/fh_story_reviews_00505_01456.jpg,1,fakehealth
POM-boozled: Do health drinks live up to their labels?,data/raw/images/fakehealth/fh_story_reviews_01344_01457.jpg,1,fakehealth
"More Options Before Bypass Surgery, Study Finds",data/raw/images/fakehealth/fh_story_reviews_01137_01459.jpg,1,fakehealth
The MIND diet: 10 foods that fight Alzheimer's (and 5 to avoid),data/raw/images/fakehealth/fh_story_reviews_00644_01460.jpg,0,fakehealth
Good Cholesterol Infusion May Help Unclog Arteries,data/raw/images/fakehealth/fh_story_reviews_00793_01461.jpg,0,fakehealth
Fast help for men whose prostates won't let them go,data/raw/images/fakehealth/fh_story_reviews_00225_01463.jpg,1,fakehealth
How This Woman Used Yoga to Avoid Back Surgery,data/raw/images/fakehealth/fh_story_reviews_00693_01466.jpg,1,fakehealth
Hyperbaric oxygen: The mysterious therapy that saved a cancer survivor from radiation side effects,data/raw/images/fakehealth/fh_story_reviews_00043_01467.jpg,1,fakehealth
New Heart Imaging Method May Predict Heart Attacks,data/raw/images/fakehealth/fh_story_reviews_00201_01468.jpg,0,fakehealth
Bypass Less Risky Than Stent Use Over Long Term,data/raw/images/fakehealth/fh_story_reviews_00890_01469.jpg,1,fakehealth
Delayed Umbilical Cord Clamping May Benefit Children Years Later,data/raw/images/fakehealth/fh_story_reviews_00613_01470.jpg,1,fakehealth
"Experimental Drug Vistusertib Could Shrinks Tumors in 50% of Ovarian Cancer Patients, Study Suggests",data/raw/images/fakehealth/fh_story_reviews_00039_01475.jpg,0,fakehealth
"Luxturna gene therapy to cost $425,000 per eye",data/raw/images/fakehealth/fh_story_reviews_00125_01476.jpg,1,fakehealth
Blood Test May Predict Rheumatoid Arthritis,data/raw/images/fakehealth/fh_story_reviews_01657_01479.jpg,0,fakehealth
Healthy Perspective: The latest health & wellness news with a dose of conversation,data/raw/images/fakehealth/fh_story_reviews_00924_01484.jpg,0,fakehealth
Amarin fish oil capsule shows dramatic benefit for cardiovascular patients,data/raw/images/fakehealth/fh_story_reviews_00028_01488.jpg,1,fakehealth
"Facelift in a Bottle? 'Second Skin' Tightens Baggy Eyes, Protects Dry Skin",data/raw/images/fakehealth/fh_story_reviews_00439_01489.jpg,0,fakehealth
FDA Questions Using Avodart to Cut Prostate Cancer Risk,data/raw/images/fakehealth/fh_story_reviews_01299_01490.jpg,1,fakehealth
"Potential life-saving peanut allergy drug on horizon, scientists say",data/raw/images/fakehealth/fh_story_reviews_00010_01494.jpg,0,fakehealth
"Blood test might make Parkinson's diagnosis easier, study says",data/raw/images/fakehealth/fh_story_reviews_00287_01497.jpg,1,fakehealth
"'Honey, It's Your Turn...'",data/raw/images/fakehealth/fh_story_reviews_01068_01500.jpg,1,fakehealth
Eating Berries Linked to Lower Heart-Disease Risk Among Women,data/raw/images/fakehealth/fh_story_reviews_00763_01502.jpg,1,fakehealth
Injection Offers Option to Slim Down Double Chin Without Surgery,data/raw/images/fakehealth/fh_story_reviews_00631_01504.jpg,1,fakehealth
Hospitals Fast-Track Treatments for Hip Fractures,data/raw/images/fakehealth/fh_story_reviews_00333_01505.jpg,1,fakehealth
Prenatal Blood Tests Could Detect Cancer in Mothers,data/raw/images/fakehealth/fh_story_reviews_00579_01506.jpg,1,fakehealth
Beet Juice Lowers Blood Pressure,data/raw/images/fakehealth/fh_story_reviews_00772_01508.jpg,1,fakehealth
The flu vaccine isn't perfect — but that doesn't mean you should skip the shot,data/raw/images/fakehealth/fh_story_reviews_00528_01510.jpg,1,fakehealth
New Brain Scan May Predict Alzheimer's,data/raw/images/fakehealth/fh_story_reviews_01678_01511.jpg,0,fakehealth
New Views on Frequency of Osteoporosis Screening,data/raw/images/fakehealth/fh_story_reviews_01360_01513.jpg,1,fakehealth
The Evidence Points to a Better Way to Fight Insomnia,data/raw/images/fakehealth/fh_story_reviews_00604_01514.jpg,1,fakehealth
Hemophilia B Gene Therapy Breakthrough,data/raw/images/fakehealth/fh_story_reviews_00958_01516.jpg,1,fakehealth
Statin Drugs May Cut Risk of Colorectal Cancer,data/raw/images/fakehealth/fh_story_reviews_01355_01517.jpg,0,fakehealth
Research shows you really can lose weight — by combining diet AND exercise AND counseling,data/raw/images/fakehealth/fh_story_reviews_00298_01519.jpg,1,fakehealth
Penn study: Pay patients to take their pills,data/raw/images/fakehealth/fh_story_reviews_00517_01520.jpg,1,fakehealth
'Striking' Results from Early Zika Vaccine Trial,data/raw/images/fakehealth/fh_story_reviews_00380_01521.jpg,1,fakehealth
"New Stroke Treatment Saves Lives, Improves Recovery",data/raw/images/fakehealth/fh_story_reviews_00452_01522.jpg,0,fakehealth
The drug industry might finally have an answer for migraines,data/raw/images/fakehealth/fh_story_reviews_00355_01523.jpg,0,fakehealth
Study O.K.’s Light Drinking During Pregnancy. Too Good to Be True?,data/raw/images/fakehealth/fh_story_reviews_01372_01526.jpg,1,fakehealth
New Drug Treats Fibroids With Fewer Side Effects,data/raw/images/fakehealth/fh_story_reviews_00929_01527.jpg,1,fakehealth
"Nicotine Replacement Doesn’t Help Smokers Quit, Study Finds",data/raw/images/fakehealth/fh_story_reviews_00941_01529.jpg,1,fakehealth
Simplifying the Decision for a Prostate Screening,data/raw/images/fakehealth/fh_story_reviews_01387_01531.jpg,1,fakehealth
Google Retinal Scans Can Predict if You Will Have a Heart Attack,data/raw/images/fakehealth/fh_story_reviews_00104_01533.jpg,0,fakehealth
"Heated, Harrowing Chemotherapy Bath May Be Only Hope for Some",data/raw/images/fakehealth/fh_story_reviews_01024_01535.jpg,1,fakehealth
"One Day, a Machine Will Smell Whether You’re Sick",data/raw/images/fakehealth/fh_story_reviews_00241_01536.jpg,0,fakehealth
Positive Results in a Test for a Genentech Eye Treatment,data/raw/images/fakehealth/fh_story_reviews_01574_01537.jpg,1,fakehealth
High blood platelet count 'as good a cancer predictor as a lump in the breast',data/raw/images/fakehealth/fh_story_reviews_00229_01538.jpg,1,fakehealth
Longer tamoxifen use cuts breast cancer deaths,data/raw/images/fakehealth/fh_story_reviews_00779_01539.jpg,1,fakehealth
No More Readers? New Implant May Help Aging Eyes,data/raw/images/fakehealth/fh_story_reviews_00361_01541.jpg,1,fakehealth
New Drugs May Stop Migraines Before They Start,data/raw/images/fakehealth/fh_story_reviews_00278_01542.jpg,1,fakehealth
Common Diagnostic Test May Prolong Low Back Pain,data/raw/images/fakehealth/fh_story_reviews_01486_01543.jpg,0,fakehealth
Menopause Therapy Found Less Risky,data/raw/images/fakehealth/fh_story_reviews_00819_01544.jpg,0,fakehealth
Cervical cancer vaccine in early stages,data/raw/images/fakehealth/fh_story_reviews_00808_01546.jpg,1,fakehealth
Centuries-Old Art of Cupping May Bring Some Pain Relief,data/raw/images/fakehealth/fh_story_reviews_00792_01548.jpg,1,fakehealth
When medication doesn't work: Innovative program eases ADHD symptoms naturally,data/raw/images/fakehealth/fh_story_reviews_00481_01549.jpg,0,fakehealth
Old drug gets new trick for prostate cancer treatment,data/raw/images/fakehealth/fh_story_reviews_00291_01550.jpg,1,fakehealth
Can Herbs Fight Asthma?,data/raw/images/fakehealth/fh_story_reviews_00904_01551.jpg,1,fakehealth
Experimental Drug May Treat Hepatitis C,data/raw/images/fakehealth/fh_story_reviews_01580_01552.jpg,1,fakehealth
"Study: Placebo or not, acupuncture helps with pain",data/raw/images/fakehealth/fh_story_reviews_00825_01554.jpg,1,fakehealth
Study: New blood thinner works as well as Coumadin,data/raw/images/fakehealth/fh_story_reviews_01318_01556.jpg,1,fakehealth
Chinese Herb Kudzu May Help Drinkers Cut Down,data/raw/images/fakehealth/fh_story_reviews_00866_01561.jpg,1,fakehealth
Drug Fulfills Promise Of Research Into Cystic Fibrosis Gene,data/raw/images/fakehealth/fh_story_reviews_00768_01562.jpg,1,fakehealth
Botox tested to help treat depression and social anxiety,data/raw/images/fakehealth/fh_story_reviews_00250_01564.jpg,0,fakehealth
How barbershops could help lower blood pressure,data/raw/images/fakehealth/fh_story_reviews_00098_01565.jpg,1,fakehealth
New inhaler protects lungs against effects of air pollution,data/raw/images/fakehealth/fh_story_reviews_00360_01566.jpg,1,fakehealth
Julie's Health Club: Health claim: Weight loss shot dissolves fat,data/raw/images/fakehealth/fh_story_reviews_01590_01567.jpg,1,fakehealth
Cancer and Kids: Is Medical Marijuana the Answer?,data/raw/images/fakehealth/fh_story_reviews_00200_01571.jpg,1,fakehealth
FDA approves marketing for a contraception app for the 1st time,data/raw/images/fakehealth/fh_story_reviews_00042_01572.jpg,1,fakehealth
Could Worms In Your Gut Cure Your Allergies?,data/raw/images/fakehealth/fh_story_reviews_00377_01576.jpg,1,fakehealth
At-Home Sperm-Count Test Now Available,data/raw/images/fakehealth/fh_story_reviews_00913_01579.jpg,0,fakehealth
Probiotics May Help Soothe The Stomach,data/raw/images/fakehealth/fh_story_reviews_01321_01580.jpg,1,fakehealth
Club Drug Ketamine Gains Traction As A Treatment For Depression,data/raw/images/fakehealth/fh_story_reviews_00538_01583.jpg,1,fakehealth
New Eye Test May Help Predict Risk of Glaucoma,data/raw/images/fakehealth/fh_story_reviews_00767_01584.jpg,1,fakehealth
Don't Stay Up Waiting For A Pill To Fight Jet Lag,data/raw/images/fakehealth/fh_story_reviews_01265_01585.jpg,1,fakehealth
A Medicine That Blunts The Buzz Of Alcohol Can Help Drinkers Cut Back,data/raw/images/fakehealth/fh_story_reviews_00277_01586.jpg,1,fakehealth
Laughing gas makes a comeback for women in labor - like Kate Middleton,data/raw/images/fakehealth/fh_story_reviews_00071_01587.jpg,1,fakehealth
Broccoli May Slow or Reverse Some Atherosclerosis,data/raw/images/fakehealth/fh_story_reviews_00468_01588.jpg,0,fakehealth
New Colon Cancer Screening Test in the Works,data/raw/images/fakehealth/fh_story_reviews_01342_01589.jpg,1,fakehealth
"Weight-Loss Surgery Better Than Diet and Exercise in Treating Type 2 Diabetes, Study Finds",data/raw/images/fakehealth/fh_story_reviews_00586_01595.jpg,1,fakehealth
Test of Eye Drug Is Said to Show Success in Elderly,data/raw/images/fakehealth/fh_story_reviews_01115_01596.jpg,1,fakehealth
Type 1 Diabetes: Experimental Stem Cell Treatment Tested,data/raw/images/fakehealth/fh_story_reviews_00856_01598.jpg,1,fakehealth
Zinc May Prevent and Shorten Colds,data/raw/images/fakehealth/fh_story_reviews_01199_01600.jpg,0,fakehealth
IUDs and Hormonal Implants Remain Underused Contraceptives,data/raw/images/fakehealth/fh_story_reviews_00523_01601.jpg,1,fakehealth
Surgery for migraines: Help or hokum?,data/raw/images/fakehealth/fh_story_reviews_00878_01602.jpg,1,fakehealth
Early Stages Of Alzheimer's Now Get Formal Definitions : Shots,data/raw/images/fakehealth/fh_story_reviews_01124_01606.jpg,1,fakehealth
New study widens debate on the value of mammograms,data/raw/images/fakehealth/fh_story_reviews_01396_01609.jpg,1,fakehealth
Promise Seen in Drug for Fragile X Syndrome,data/raw/images/fakehealth/fh_story_reviews_01571_01610.jpg,1,fakehealth
New Support for Home Births,data/raw/images/fakehealth/fh_story_reviews_00536_01611.jpg,1,fakehealth
Weighing effectiveness versus risk in obesity drugs,data/raw/images/fakehealth/fh_story_reviews_01278_01612.jpg,0,fakehealth
"Mediterranean Diet Boosts Brain Power, Clinical Study Finds",data/raw/images/fakehealth/fh_story_reviews_00621_01613.jpg,1,fakehealth
"Flu drug, taken in single dose, could upend treatment if approved in U.S.",data/raw/images/fakehealth/fh_story_reviews_00055_01614.jpg,1,fakehealth
Is a Colonoscopy More Effective in High-Def?,data/raw/images/fakehealth/fh_story_reviews_01485_01615.jpg,1,fakehealth
Pill For Cystic Fibrosis Beats Expectations,data/raw/images/fakehealth/fh_story_reviews_01185_01616.jpg,1,fakehealth
A Mind-Reading Computer Means This Paralysed Man Can Move His Hands Again,data/raw/images/fakehealth/fh_story_reviews_00456_01620.jpg,1,fakehealth
Antidepressant May Help Ease Hot Flashes,data/raw/images/fakehealth/fh_story_reviews_01238_01621.jpg,1,fakehealth
Can Pomegranate Pills Fight Prostate Cancer?,data/raw/images/fakehealth/fh_story_reviews_01197_01622.jpg,1,fakehealth
Experts Back Angelina Jolie Pitt in Choices for Cancer Prevention,data/raw/images/fakehealth/fh_story_reviews_00646_01624.jpg,1,fakehealth
16:8 Fasting Diet Linked to Weight Loss and Health Benefits in Study,data/raw/images/fakehealth/fh_story_reviews_00061_01626.jpg,1,fakehealth
Strongest Study Yet Shows Meditation Can Lower Risk of Heart Attack and Stroke,data/raw/images/fakehealth/fh_story_reviews_00790_01627.jpg,0,fakehealth
Cutting-edge immunotherapy treatment approved for another deadly cancer,data/raw/images/fakehealth/fh_story_reviews_00155_01629.jpg,1,fakehealth
Will drinking coffee extend your life?,data/raw/images/fakehealth/fh_story_reviews_00513_01630.jpg,1,fakehealth
Could This Opioid Implant Really End The Opioid Epidemic?,data/raw/images/fakehealth/fh_story_reviews_00482_01631.jpg,1,fakehealth
Walnuts May Improve Sperm Quality in Healthy Men,data/raw/images/fakehealth/fh_story_reviews_00831_01633.jpg,1,fakehealth
Reviving Memory With An Electrical Current,data/raw/images/fakehealth/fh_story_reviews_00435_01637.jpg,0,fakehealth
"This new device claims to be the ""off switch for menstrual pain."" And it might actually work.",data/raw/images/fakehealth/fh_story_reviews_00443_01638.jpg,1,fakehealth
Taking Fish Oil During Pregnancy Is Found to Lower Child’s Asthma Risk,data/raw/images/fakehealth/fh_story_reviews_00308_01639.jpg,1,fakehealth
Prenatal Vitamins May Lower Autism Risk,data/raw/images/fakehealth/fh_story_reviews_01081_01641.jpg,1,fakehealth
FDA Approves New Device for Brain Tumor Treatment,data/raw/images/fakehealth/fh_story_reviews_01126_01643.jpg,0,fakehealth
Debate over thyroid check in pregnancy,data/raw/images/fakehealth/fh_story_reviews_00947_01644.jpg,1,fakehealth
Device for clearing up dangerous blood clots gaining popularity,data/raw/images/fakehealth/fh_story_reviews_01482_01645.jpg,0,fakehealth
Stress Test or 3-D Scan? And the Best Heart Exam Is ...,data/raw/images/fakehealth/fh_story_reviews_00658_01646.jpg,1,fakehealth
Weight Loss Pill Also Lowers Blood Pressure,data/raw/images/fakehealth/fh_story_reviews_01565_01648.jpg,1,fakehealth
Study: Bone drug lowers breast cancer risk 38% in high-risk women,data/raw/images/fakehealth/fh_story_reviews_01582_01649.jpg,1,fakehealth
How To Beat Sleep Apnea? Cut It Out (Surgically),data/raw/images/fakehealth/fh_story_reviews_01167_01650.jpg,1,fakehealth
Can elderberry help treat colds and flu?,data/raw/images/fakehealth/fh_story_reviews_00688_01651.jpg,1,fakehealth
Experimental cholesterol drug results called 'game changing',data/raw/images/fakehealth/fh_story_reviews_00895_01652.jpg,1,fakehealth
"C-Sections Are Best With a Little Labor, a Study Says",data/raw/images/fakehealth/fh_story_reviews_00504_01655.jpg,1,fakehealth
Industrial chemical OSR#1 used as autism treatment,data/raw/images/fakehealth/fh_story_reviews_01650_01656.jpg,1,fakehealth
Spinal Fluid Test May Diagnose Alzheimer's,data/raw/images/fakehealth/fh_story_reviews_01473_01658.jpg,1,fakehealth
Probiotics May Reduce Crying From Colic,data/raw/images/fakehealth/fh_story_reviews_01465_01661.jpg,0,fakehealth
How a New Treadmill Test Predicts 'Survival of the Fittest',data/raw/images/fakehealth/fh_story_reviews_00666_01662.jpg,0,fakehealth
"Freezing human eggs is gaining in popularity, and the science behind it is making strides as well",data/raw/images/fakehealth/fh_story_reviews_01488_01663.jpg,1,fakehealth
Natural Treatment for RSV Infection?,data/raw/images/fakehealth/fh_story_reviews_01689_01664.jpg,0,fakehealth
"For diabetics, taking the sting out of insulin",data/raw/images/fakehealth/fh_story_reviews_01463_01665.jpg,1,fakehealth
Lung Cancer Screening Often Raises False Alarm,data/raw/images/fakehealth/fh_story_reviews_01581_01666.jpg,1,fakehealth
Prep-free virtual colonoscopy could be as effective as scope procedure,data/raw/images/fakehealth/fh_story_reviews_00869_01668.jpg,1,fakehealth
Brain Scans Predict Dyslexia Improvements,data/raw/images/fakehealth/fh_story_reviews_01272_01669.jpg,0,fakehealth
"Science working to create workable, safe blood substitutes",data/raw/images/fakehealth/fh_story_reviews_01347_01671.jpg,1,fakehealth
Can Yoga Reduce Symptoms of Major Psychiatric Disorders?,data/raw/images/fakehealth/fh_story_reviews_00756_01673.jpg,0,fakehealth
Newly Discovered Hormone Could Yield New Treatment For Diabetes,data/raw/images/fakehealth/fh_story_reviews_00735_01676.jpg,1,fakehealth
Prostate Drug From Exelixis Shows Promise,data/raw/images/fakehealth/fh_story_reviews_01308_01677.jpg,1,fakehealth
Progress made on artificial pancreas for diabetic patients,data/raw/images/fakehealth/fh_story_reviews_01520_01678.jpg,0,fakehealth
Breast Removal Reduces Cancer Risk In Some Women,data/raw/images/fakehealth/fh_story_reviews_01427_01679.jpg,0,fakehealth
New approach to abdominal aortic aneurysm saves lives,data/raw/images/fakehealth/fh_story_reviews_00119_01681.jpg,0,fakehealth
"A Vaginal Ring Could Prevent HIV, Two Huge Studies Just Found",data/raw/images/fakehealth/fh_story_reviews_00477_01682.jpg,1,fakehealth
Study: Avid’s Imaging Dye Can Detect Alzheimer’s From Scan,data/raw/images/fakehealth/fh_story_reviews_01507_01683.jpg,1,fakehealth
Why Double Knee Replacement Might Be Best,data/raw/images/fakehealth/fh_story_reviews_00530_01688.jpg,1,fakehealth
Bite Back At Bad Cholesterol: Eat An Avocado A Day,data/raw/images/fakehealth/fh_story_reviews_00722_01689.jpg,0,fakehealth
DNA Blood Test Gives Women A New Option For Prenatal Screening,data/raw/images/fakehealth/fh_story_reviews_00705_01691.jpg,1,fakehealth
Prozac and antidepressants are less effective in children than previously thought.,data/raw/images/fakehealth/fh_story_reviews_00414_01692.jpg,0,fakehealth
How optimism may help you live longer,data/raw/images/fakehealth/fh_story_reviews_00318_01693.jpg,1,fakehealth
'Cool' New Knee Procedure Eases Arthritis Pain Without Surgery,data/raw/images/fakehealth/fh_story_reviews_00218_01694.jpg,1,fakehealth
Botox Works As Well As Nerve Stimulator for Incontinence – Study,data/raw/images/fakehealth/fh_story_reviews_00348_01698.jpg,1,fakehealth
Nsaids May Directly Ease Muscle and Joint Pain,data/raw/images/fakehealth/fh_story_reviews_01424_01699.jpg,1,fakehealth
Study: New docs' suicidal thoughts eased with online therapy,data/raw/images/fakehealth/fh_story_reviews_00519_01702.jpg,1,fakehealth
Test May Cut Unneeded Prostate Biopsies,data/raw/images/fakehealth/fh_story_reviews_01624_01708.jpg,0,fakehealth
Finding the Right Medication: Gene Test May Help Treat Depression,data/raw/images/fakehealth/fh_story_reviews_00188_01710.jpg,0,fakehealth
"New Drug May Help Some Asthmatics, Study Finds",data/raw/images/fakehealth/fh_story_reviews_00729_01711.jpg,1,fakehealth
Radiofrequency therapy relieved herniated disc pain in new study,data/raw/images/fakehealth/fh_story_reviews_00137_01712.jpg,1,fakehealth
A Simple Flashcard Test to Detect Concussions,data/raw/images/fakehealth/fh_story_reviews_00659_01713.jpg,1,fakehealth
Video News,data/raw/images/fakehealth/fh_story_reviews_01623_01715.jpg,0,fakehealth
Premature Babies May Benefit From Intensive-Care Treatment,data/raw/images/fakehealth/fh_story_reviews_00623_01716.jpg,1,fakehealth
Eating Fish May Be Good for Brain Health,data/raw/images/fakehealth/fh_story_reviews_00965_01717.jpg,1,fakehealth
Experts Debate Benefits of Prostate Cancer Tests at Any Age,data/raw/images/fakehealth/fh_story_reviews_01129_01718.jpg,1,fakehealth
What’s in the IV bag? Studies show safer option than saline,data/raw/images/fakehealth/fh_story_reviews_00102_01723.jpg,1,fakehealth
Train The Brain: Using Neurofeedback To Treat ADHD,data/raw/images/fakehealth/fh_story_reviews_01337_01727.jpg,1,fakehealth
12 Minutes of Yoga for Bone Health,data/raw/images/fakehealth/fh_story_reviews_00503_01728.jpg,1,fakehealth
Medicating Children With ADHD Keeps Them Safer,data/raw/images/fakehealth/fh_story_reviews_00375_01729.jpg,1,fakehealth
FDA OKs Implantable Telescope to Aid Vision,data/raw/images/fakehealth/fh_story_reviews_01511_01731.jpg,1,fakehealth
Pill shows a drop of up to 70% in HIV infection risk,data/raw/images/fakehealth/fh_story_reviews_01302_01732.jpg,1,fakehealth
Experimental Treatment May Help Relieve Back Pain,data/raw/images/fakehealth/fh_story_reviews_00963_01734.jpg,1,fakehealth
How a breakthrough new fertility test is offering hope for families who have suffered miscarriages,data/raw/images/fakehealth/fh_story_reviews_00002_01735.jpg,0,fakehealth
The water workout trend health experts are gushing over,data/raw/images/fakehealth/fh_story_reviews_00366_01737.jpg,0,fakehealth
Coffee may cut risk for some cancers,data/raw/images/fakehealth/fh_story_reviews_01527_01738.jpg,1,fakehealth
Acupuncture Benefit Seen in Pregnancy,data/raw/images/fakehealth/fh_story_reviews_01630_01740.jpg,1,fakehealth
Dyslexia: Scanning the brain for clues,data/raw/images/fakehealth/fh_story_reviews_01268_01741.jpg,1,fakehealth
New Device Uses Light to Screen for Melanoma,data/raw/images/fakehealth/fh_story_reviews_00976_01742.jpg,1,fakehealth
Acupuncture May Ease Hot Flashes,data/raw/images/fakehealth/fh_story_reviews_01174_01744.jpg,0,fakehealth
Jet lag research finds new potential treatment,data/raw/images/fakehealth/fh_story_reviews_00484_01748.jpg,1,fakehealth
Too Much Fat? Try a Whole-Body Scan,data/raw/images/fakehealth/fh_story_reviews_00560_01749.jpg,1,fakehealth
Portable Device May Relieve Migraine Pain,data/raw/images/fakehealth/fh_story_reviews_01625_01751.jpg,1,fakehealth
Cracking The Conundrum Of Chronic Fatigue Syndrome,data/raw/images/fakehealth/fh_story_reviews_01006_01754.jpg,0,fakehealth
Fish Oil May Fight Psychosis,data/raw/images/fakehealth/fh_story_reviews_01653_01755.jpg,1,fakehealth
New Procedure Looks Promising for Men With Enlarged Prostates,data/raw/images/fakehealth/fh_story_reviews_00246_01756.jpg,1,fakehealth
New Laser Aims to Zap Cellulite at the Source,data/raw/images/fakehealth/fh_story_reviews_00846_01760.jpg,1,fakehealth
MS Patients May Soon Bypass Painful Injections,data/raw/images/fakehealth/fh_story_reviews_01665_01761.jpg,1,fakehealth
Drug May Reduce Plaque in Brains of Alzheimer's Patients,data/raw/images/fakehealth/fh_story_reviews_00999_01762.jpg,1,fakehealth
Never Too Old to Be an Organ Donor,data/raw/images/fakehealth/fh_story_reviews_00314_01763.jpg,0,fakehealth
Why You Should Get the New Shingles Vaccine,data/raw/images/fakehealth/fh_story_reviews_00085_01768.jpg,1,fakehealth
"Triumph for Xiaflex, Drug to Straighten Clenched Fingers",data/raw/images/fakehealth/fh_story_reviews_01613_01769.jpg,1,fakehealth
Knee Braces Ease Osteoarthritis Pain,data/raw/images/fakehealth/fh_story_reviews_01588_01770.jpg,0,fakehealth
"At gathering, living proof that CPR can save cardiac-arrest victims",data/raw/images/fakehealth/fh_story_reviews_00634_01771.jpg,0,fakehealth
"In Image-Guided Operating Suites, Surgeons See Real-Time MRI, CT Scans",data/raw/images/fakehealth/fh_story_reviews_00682_01772.jpg,0,fakehealth
Excess brain fluid may predict autism in high-risk babies,data/raw/images/fakehealth/fh_story_reviews_00275_01775.jpg,1,fakehealth
